year,player_id,guid,player_name,position,pos_abbr,school,team_name,team_abbr,weight,height,ovr_rk,pos_rk,grade,link,player_image
2015,47109,c6399566d1748dcae431e24c5651b286,Patrick Miller,Offensive Tackle,OT,Auburn,Tigers,AUB,292,78.75,300,27,34,http://insider.espn.com/nfl/draft/player/_/id/47109,NA
2015,47110,ac27283b1b0a95f1e498768039ffbc07,Zach Patt,Defensive End,DE,Rice,Owls,RICE,244,73.125,301,29,34,http://insider.espn.com/nfl/draft/player/_/id/47110,NA
2015,47111,f8b7784436b7ecaf442f779cc78952ce,Ross Scheuerman,Running Back,RB,Lafayette,Leopards,LAF,204,71.875,302,29,34,http://insider.espn.com/nfl/draft/player/_/id/47111,NA
2015,47113,a01ad0beb2a0709dc6f7c9ef814c890b,Will Baumann,Punter,P,NC State,Wolfpack,NCST,187,77.625,304,2,33,http://insider.espn.com/nfl/draft/player/_/id/47113,NA
2015,47114,6fcec5a349512b31d80ecee21bb32374,Ray Drew,Defensive End,DE,Georgia,Bulldogs,UGA,265,76,305,30,33,http://insider.espn.com/nfl/draft/player/_/id/47114,NA
2015,47115,42a1e46cc9ec4ae9fca73bee97c5ecc9,Dee Hart,Running Back,RB,Colorado State,Rams,CSU,199,67.5,306,30,33,http://insider.espn.com/nfl/draft/player/_/id/47115,NA
2015,47117,3dd077e9625a625ad12f09c561d401da,Nick Marshall,Cornerback,CB,Auburn,Tigers,AUB,207,73.5,308,34,33,http://insider.espn.com/nfl/draft/player/_/id/47117,NA
2015,47121,8e88100b8d44b0883264a88ce1e4cb32,A.J. Tarpley,Inside Linebacker,ILB,Stanford,Cardinal,STAN,232,72.25,312,12,33,http://insider.espn.com/nfl/draft/player/_/id/47121,NA
2015,47122,937e9924cfd2895cada5151681edb904,Jordan Taylor,Wide Receiver,WR,Rice,Owls,RICE,209,76.375,313,43,33,http://insider.espn.com/nfl/draft/player/_/id/47122,NA
2015,47123,8ce488f06c9079f312abf3b921fcb6ab,Anthony Boone,Quarterback,QB,Duke,Blue Devils,DUKE,231,72.25,314,10,32,http://insider.espn.com/nfl/draft/player/_/id/47123,NA
2015,47124,1e602ab88a4f058e000023b689726bf2,Quayshawne Buckley,Defensive Tackle,DT,Idaho,Vandals,IDHO,291,74.375,315,27,32,http://insider.espn.com/nfl/draft/player/_/id/47124,NA
2015,47126,1df13ec6b9592ccdbac0cf6d9b91983e,Bryce Callahan,Cornerback,CB,Rice,Owls,RICE,183,69.125,317,35,32,http://insider.espn.com/nfl/draft/player/_/id/47126,NA
2015,47127,98bda240032c648205e92bcb8672ca6a,Kyle Christy,Punter,P,Florida,Gators,FLA,202,74.25,318,3,32,http://insider.espn.com/nfl/draft/player/_/id/47127,NA
2015,47129,63a1161f8247777c928aad3a58e98938,Erick Dargan,Safety,S,Oregon,Ducks,ORE,211,71.125,320,23,32,http://insider.espn.com/nfl/draft/player/_/id/47129,NA
2015,47131,fa30de78dea6a65010306596456b881a,Tyson Gulley,Running Back,RB,Syracuse,Orange,SYR,191,68,322,31,32,http://insider.espn.com/nfl/draft/player/_/id/47131,NA
2015,47132,a044d44176dad567fe0fd41c78a17c5e,Nicholas PERRY,Safety,S,Alabama,Crimson Tide,ALA,201,72.75,323,24,32,http://insider.espn.com/nfl/draft/player/_/id/47132,NA
2015,47133,74f094d0b4806c76bb489b85311e95d3,Jaxon Shipley,Wide Receiver,WR,Texas,Longhorns,TEX,192,72.125,324,46,32,http://insider.espn.com/nfl/draft/player/_/id/47133,NA
2015,47135,c8d66f3afad6d7162efffed3309ef216,Brett Boyko,Offensive Tackle,OT,UNLV,Rebels,UNLV,301,78.625,326,30,31,http://insider.espn.com/nfl/draft/player/_/id/47135,NA
2015,47136,6224cd24d6e3ed0409996763d8e1fc04,Brandon Bridge,Quarterback,QB,South Alabama,Jaguars,USA,229,76.375,327,11,31,http://insider.espn.com/nfl/draft/player/_/id/47136,NA
2015,47137,539a65a5af584a7969b399d73d795395,Justin Cox,Cornerback,CB,Mississippi State,Bulldogs,MSST,191,72.625,328,36,31,http://insider.espn.com/nfl/draft/player/_/id/47137,NA
2015,47138,881c66c38d36e507fc4b76a0b8b6ad03,Davaris Daniels,Wide Receiver,WR,Notre Dame,Fighting Irish,ND,201,73.5,329,47,31,http://insider.espn.com/nfl/draft/player/_/id/47138,NA
2015,47139,572e02b015c27c6d97a2947db85b769e,Trey Depriest,Inside Linebacker,ILB,Alabama,Crimson Tide,ALA,254,72.375,330,14,31,http://insider.espn.com/nfl/draft/player/_/id/47139,NA
2015,47140,999993447336cc5d60e04f0b46d2b876,George Farmer,Wide Receiver,WR,USC,Trojans,USC,213,72.75,331,48,31,http://insider.espn.com/nfl/draft/player/_/id/47140,NA
2015,47141,8d6fd9eefa1112587a116a0da6e60f54,Sam Ficken,Place Kicker,PK,Penn State,Nittany Lions,PSU,191,73.5,332,2,31,http://insider.espn.com/nfl/draft/player/_/id/47141,NA
2015,48584,806ad9979e260f871363017b4b6618ac,Joey Iosefa,Fullback,FB,Hawai'i,Rainbow Warriors,HAW,247,71.75,334,4,31,http://insider.espn.com/nfl/draft/player/_/id/48584,NA
2015,47144,1be7759f3afdd0724e9fb01978f521ec,J J James,Running Back,RB,UCLA,Bruins,UCLA,195,68.5,335,33,31,http://insider.espn.com/nfl/draft/player/_/id/47144,NA
2015,47145,ca174022897e3c9dd1d136d21cefe875,Tevin Mcdonald,Safety,S,Eastern Washington,Eagles,EWU,195,71.375,336,25,31,http://insider.espn.com/nfl/draft/player/_/id/47145,NA
2015,47146,339b6dd45ce62c38c042f2ac23c24e1a,Tyler Moore,Offensive Guard,OG,Florida,Gators,FLA,324,77.625,337,21,31,http://insider.espn.com/nfl/draft/player/_/id/47146,NA
2015,47147,9d4a4fbd96df7c67a97aa4b212a8e984,Connor Neighbors,Fullback,FB,LSU,Tigers,LSU,235,70.375,338,3,31,http://insider.espn.com/nfl/draft/player/_/id/47147,NA
2016,49439,846fadd4df1a5a23667c49a97de3b8a4,Briean Boddy-Calhoun,Cornerback,CB,Minnesota,Golden Gophers,MINN,193,69.5,104,13,70,http://insider.espn.com/nfl/draft/player/_/id/49439,NA
2016,49590,4ffd2be1328f36c221fc12fcd5d1c690,Jeremy Cash,Safety,S,Duke,Blue Devils,DUKE,212,72.375,110,11,68,http://insider.espn.com/nfl/draft/player/_/id/49590,NA
2016,50272,2bd05e16ec2bde11dc67635e26dcff76,Tyvis Powell,Safety,S,Ohio State,Buckeyes,OSU,211,74.75,130,13,64,http://insider.espn.com/nfl/draft/player/_/id/50272,NA
2016,50434,e08a1aeb089944ac8d8ad26279df4cae,Benjamin Braunecker,Tight End,TE,Harvard,Crimson,HARV,250,75.375,145,7,60,http://insider.espn.com/nfl/draft/player/_/id/50434,NA
2016,50152,15f4b4b14f054393ad089084ee4ac911,Devon Cajuste,Wide Receiver,WR,Stanford,Cardinal,STAN,234,75.75,152,19,59,http://insider.espn.com/nfl/draft/player/_/id/50152,NA
2016,49595,2fb4f2067ea2da011f61c77198ed72de,Trae Elston,Safety,S,Ole Miss,Rebels,MISS,193,71.25,154,17,59,http://insider.espn.com/nfl/draft/player/_/id/49595,NA
2016,50031,cfb8d9a75b620d2f630b726441c28a15,Josh Ferguson,Running Back,RB,Illinois,Fighting Illini,ILL,198,69.5,155,11,59,http://insider.espn.com/nfl/draft/player/_/id/50031,NA
2016,49527,e5608493d25753470fb22f6843d6fb9b,Jason Fanaika,Defensive End,DE,Utah,Utes,UTAH,271,73.75,165,16,58,http://insider.espn.com/nfl/draft/player/_/id/49527,NA
2016,49662,18261378c21b69af424610c72a47b470,Antwaun Woods,Defensive Tackle,DT,USC,Trojans,USC,318,72.125,168,19,58,http://insider.espn.com/nfl/draft/player/_/id/49662,NA
2016,50147,cbb2891f7a17b9a338afb6b1b18db906,Chris Brown,Wide Receiver,WR,Notre Dame,Fighting Irish,ND,194,74,171,21,57,http://insider.espn.com/nfl/draft/player/_/id/50147,NA
2016,49884,a73634e94ed6ec7a67875bc31a5c79d2,James Cowser,Outside Linebacker,OLB,Southern Utah,Thunderbirds,SUU,248,75.125,172,14,57,http://insider.espn.com/nfl/draft/player/_/id/49884,NA
2016,49447,b1866d7f4e50a6abf44e5b4644d01838,Jonathan Jones,Cornerback,CB,Auburn,Tigers,AUB,186,69.125,174,22,57,http://insider.espn.com/nfl/draft/player/_/id/49447,NA
2016,50137,a9906348ccf8471c6e66b345dd1afa86,Cayleb Jones,Wide Receiver,WR,Arizona,Wildcats,ARIZ,209,74.625,178,23,56,http://insider.espn.com/nfl/draft/player/_/id/50137,NA
2016,50289,1c93250a31e7781536d94e761781aba0,Darius Latham,Defensive Tackle,DT,Indiana,Hoosiers,IND,311,76.25,179,21,56,http://insider.espn.com/nfl/draft/player/_/id/50289,NA
2016,49819,296194fd500e3c9a6dd0636d5c4051ee,Jack Allen,Center,C,Michigan State,Spartans,MSU,294,73.25,184,6,55,http://insider.espn.com/nfl/draft/player/_/id/49819,NA
2016,50160,ed4465f93361b3f2f696e1e93c0cafdc,Rashawn Scott,Wide Receiver,WR,Miami,Hurricanes,MIAMI,199,72.875,185,24,55,http://insider.espn.com/nfl/draft/player/_/id/50160,NA
2016,50148,07b556ade0939da490db37cffd26c3b4,Marquez North,Wide Receiver,WR,Tennessee,Volunteers,TENN,223,74.5,192,26,54,http://insider.espn.com/nfl/draft/player/_/id/50148,NA
2016,50371,7cb780f727c527d77ba016482e12f50f,Victor Ochi,Outside Linebacker,OLB,Stony Brook,Seawolves,STON,246,73.125,195,16,53,http://insider.espn.com/nfl/draft/player/_/id/50371,NA
2016,50150,478de73386e9871dfe00a0d1a822d0b4,Keyarris Garrett,Wide Receiver,WR,Tulsa,Golden Hurricane,TLSA,220,75.375,196,27,53,http://insider.espn.com/nfl/draft/player/_/id/50150,NA
2016,50398,1262c16b6c653f3889480e1cd577d984,Davante Harris,Offensive Tackle,OT,Appalachian State,Mountaineers,APP,302,76.875,199,16,52,http://insider.espn.com/nfl/draft/player/_/id/50398,NA
2016,50144,93993215d191245a3f2690a89cca29bd,Byron Marshall,Wide Receiver,WR,Oregon,Ducks,ORE,201,69.375,201,28,52,http://insider.espn.com/nfl/draft/player/_/id/50144,NA
2016,49658,b21f4ae05c06f71b8585fd409a5e452e,Nile Lawrence-Stample,Defensive Tackle,DT,Florida State,Seminoles,FSU,320,73,202,23,51,http://insider.espn.com/nfl/draft/player/_/id/49658,NA
2016,49758,264e8fe012105ac2db4e580393e11eba,Jared Norris,Inside Linebacker,ILB,Utah,Utes,UTAH,241,73.25,203,11,51,http://insider.espn.com/nfl/draft/player/_/id/49758,NA
2016,50397,NA,Dominique Robertson,Offensive Tackle,OT,West Georgia,Wolves,WES,324,76.625,204,17,51,http://insider.espn.com/nfl/draft/player/_/id/50397,NA
2016,50142,57a1850290ca374b687265475f4baa7e,Hunter Sharp,Wide Receiver,WR,Utah State,Aggies,USU,198,71.5,206,29,51,http://insider.espn.com/nfl/draft/player/_/id/50142,NA
2016,50442,deb003afa1477d407f577e37c3dba46d,Bralon Addison,Wide Receiver,WR,Oregon,Ducks,ORE,197,69.25,207,30,50,http://insider.espn.com/nfl/draft/player/_/id/50442,NA
2016,49487,1afd23b7249dffe17c69fbe814f01f0b,Deandre Elliott,Cornerback,CB,Colorado State,Rams,CSU,188,72.875,208,25,50,http://insider.espn.com/nfl/draft/player/_/id/49487,NA
2016,49823,5c226de796f1e43e7cf100df9410d135,Matt Skura,Center,C,Duke,Blue Devils,DUKE,305,75.375,210,8,50,http://insider.espn.com/nfl/draft/player/_/id/49823,NA
2016,50339,1c468515c8fa2fe76d8e53e1256f9730,Landon Turner,Offensive Guard,OG,North Carolina,Tar Heels,UNC,330,75.875,211,13,50,http://insider.espn.com/nfl/draft/player/_/id/50339,NA
2016,50395,4116cdfa861e35fadb9a36e0a7362073,Avery Young,Offensive Tackle,OT,Auburn,Tigers,AUB,328,76.625,213,18,50,http://insider.espn.com/nfl/draft/player/_/id/50395,NA
2016,50481,52d6ba18b76099b74567a8c7616bb505,D.J. Foster,Wide Receiver,WR,Arizona State,Sun Devils,ASU,193,70.25,216,31,49,http://insider.espn.com/nfl/draft/player/_/id/50481,NA
2016,50347,e63e7cb8c50ac210ee3d3d88dd4fdc87,Darrell Greene,Offensive Guard,OG,San Diego State,Aztecs,SDSU,321,74.75,217,14,49,http://insider.espn.com/nfl/draft/player/_/id/50347,NA
2016,50290,94e08337463f9abf04fb4546e7ca1aaf,Cory Johnson,Defensive Tackle,DT,Kentucky,Wildcats,UK,298,74.5,219,24,49,http://insider.espn.com/nfl/draft/player/_/id/50290,NA
2016,50303,9597a5c6ee4d6864d69a975a936dc5fe,Steve Longa,Inside Linebacker,ILB,Rutgers,Scarlet Knights,RUTG,241,72.625,220,12,49,http://insider.espn.com/nfl/draft/player/_/id/50303,NA
2016,49533,c203fb16fa4a51947baabf79f6e492ba,Romeo Okwara,Defensive End,DE,Notre Dame,Fighting Irish,ND,265,76.625,221,17,49,http://insider.espn.com/nfl/draft/player/_/id/49533,NA
2016,49594,41b6b3b91a99b0edd7852e60e6805944,Elijah Shumate,Safety,S,Notre Dame,Fighting Irish,ND,216,71.75,223,20,49,http://insider.espn.com/nfl/draft/player/_/id/49594,NA
2016,50041,fefb376ac7f0eb1cfee5df916f669e9a,Brandon Wilds,Running Back,RB,South Carolina,Gamecocks,SC,220,72.75,224,17,49,http://insider.espn.com/nfl/draft/player/_/id/50041,NA
2016,50099,6e8ae0e286ec92679130f8077c9a56a9,Bryce Williams,Tight End,TE,East Carolina,Pirates,ECU,257,77.75,225,8,49,http://insider.espn.com/nfl/draft/player/_/id/50099,NA
2016,50162,d3031dcaa28dcd12fb396d178f2c029e,Paul McRoberts,Wide Receiver,WR,Southeast Missouri State,Redhawks,SEMO,200,73.75,227,33,48,http://insider.espn.com/nfl/draft/player/_/id/50162,NA
2016,49540,a750dffcf8842f7a417fd8fbc4f16498,Ufomba Kamalu,Defensive End,DE,Miami,Hurricanes,MIAMI,295,77.125,228,18,48,http://insider.espn.com/nfl/draft/player/_/id/49540,NA
2016,50503,85e7167daac1056dd00d3a5c3ed8c35c,Terrance Smith,Inside Linebacker,ILB,Florida State,Seminoles,FSU,235,74.875,231,13,48,http://insider.espn.com/nfl/draft/player/_/id/50503,NA
2016,50302,747a9a522b9663a9f762da88c43180e1,Beniquez Brown,Inside Linebacker,ILB,Mississippi State,Bulldogs,MSST,229,72.75,233,14,47,http://insider.espn.com/nfl/draft/player/_/id/50302,NA
2016,49930,0a99c02da840e9e85adf7cd4b0619576,Tyler Johnstone,Offensive Tackle,OT,Oregon,Ducks,ORE,301,77.5,234,20,47,http://insider.espn.com/nfl/draft/player/_/id/49930,NA
2016,49879,1a5ddb20a17ccc96168c5b28887ab2b1,Eric Striker,Outside Linebacker,OLB,Oklahoma,Sooners,OKLA,227,71.375,237,19,47,http://insider.espn.com/nfl/draft/player/_/id/49879,NA
2016,50446,af9aa5a165c5e28a4bee1b9fdcb59004,Roger Lewis,Wide Receiver,WR,Bowling Green,Falcons,BGSU,201,72.375,239,36,46,http://insider.espn.com/nfl/draft/player/_/id/50446,NA
2016,50438,d52387fa45f5186107fec22b23d12804,Jalin Marshall,Wide Receiver,WR,Ohio State,Buckeyes,OSU,200,70.5,240,35,46,http://insider.espn.com/nfl/draft/player/_/id/50438,NA
2016,49675,f38456c7eab9cb2c412f904eb15f82da,Joel Heath,Defensive Tackle,DT,Michigan State,Spartans,MSU,293,77.25,241,25,45,http://insider.espn.com/nfl/draft/player/_/id/49675,NA
2016,49531,cb5240d37e3a50026e40573bfd309a39,Aziz Shittu,Defensive End,DE,Stanford,Cardinal,STAN,288,74,244,20,45,http://insider.espn.com/nfl/draft/player/_/id/49531,NA
2016,49564,6a7e00ffc96703c40feca4af1c20c703,Ron Thompson,Defensive End,DE,Syracuse,Orange,SYR,253,75,246,21,44,http://insider.espn.com/nfl/draft/player/_/id/49564,NA
2016,50492,8c32411ce852598424ec13b9335c3d6e,Cleveland Wallace III,Cornerback,CB,San Jose State,Spartans,SJSU,188,70.75,247,27,44,http://insider.espn.com/nfl/draft/player/_/id/50492,NA
2016,50182,24c88ceffc25ff78abae694f8d00ae73,Jay Lee,Wide Receiver,WR,Baylor,Bears,BAY,215,73.75,249,39,43,http://insider.espn.com/nfl/draft/player/_/id/50182,NA
2016,50103,8aaedda7a858479ded7bbea1642647bb,Jake Mcgee,Tight End,TE,Florida,Gators,FLA,250,77.5,250,10,43,http://insider.espn.com/nfl/draft/player/_/id/50103,NA
2016,49453,c9b1cef17fa7288876a5c300e98d1ba3,Nick Vanhoose,Cornerback,CB,Northwestern,Wildcats,NW,190,71.25,251,28,43,http://insider.espn.com/nfl/draft/player/_/id/49453,NA
2016,50172,8a1cb7b3e2dc6889e2b9be9f9c8c77bd,Stephen Anderson,Wide Receiver,WR,California,Golden Bears,CAL,230,74.125,252,40,42,http://insider.espn.com/nfl/draft/player/_/id/50172,NA
2016,50037,c5a1c38706a2374e8bdcad37a9547fc7,Devon Johnson,Running Back,RB,Marshall,Thundering Herd,MRSH,238,72.5,253,18,42,http://insider.espn.com/nfl/draft/player/_/id/50037,NA
2016,50335,c2903b84f67ceb26888fa2d8254dfd92,Denver Kirkland,Offensive Guard,OG,Arkansas,Razorbacks,ARK,335,76.5,254,15,42,http://insider.espn.com/nfl/draft/player/_/id/50335,NA
2016,49694,NA,Devaunte Sigler,Defensive Tackle,DT,NA,NA,NA,298,75.5,255,26,42,http://insider.espn.com/nfl/draft/player/_/id/49694,NA
2016,50141,ca05e7656e475cb4d2d81b3c83a769c7,Mekale Mckay,Wide Receiver,WR,Cincinnati,Bearcats,CIN,207,75.625,256,41,41,http://insider.espn.com/nfl/draft/player/_/id/50141,NA
2016,49444,2fdd4c252c38d47eb7ad28ba5354590f,V'Angelo Bentley,Cornerback,CB,Illinois,Fighting Illini,ILL,193,68.25,260,30,40,http://insider.espn.com/nfl/draft/player/_/id/49444,NA
2016,50527,b1b3039d39e7bc1a9a8869c26150e518,Henry Krieger-Coble,Tight End,TE,Iowa,Hawkeyes,IOWA,249,75.25,261,11,40,http://insider.espn.com/nfl/draft/player/_/id/50527,NA
2016,50368,1845306deefc2412ab727236ec0a3265,Cassanova Mckinzy,Outside Linebacker,OLB,Auburn,Tigers,AUB,248,73,264,20,40,http://insider.espn.com/nfl/draft/player/_/id/50368,NA
2016,49523,990d632d77bc0061dda87fa0f6a0b6ed,Shawn Oakman,Defensive End,DE,Baylor,Bears,BAY,287,79.625,265,23,40,http://insider.espn.com/nfl/draft/player/_/id/49523,NA
2016,50194,4f4dbaa1caa32c461b0f6b5dea647498,Bryce Treggs,Wide Receiver,WR,California,Golden Bears,CAL,190,71.375,267,42,40,http://insider.espn.com/nfl/draft/player/_/id/50194,NA
2016,50185,603d773b0dbcc7ed0e2dfac179ec7712,Geronimo Allison,Wide Receiver,WR,Illinois,Fighting Illini,ILL,196,75.25,268,43,39,http://insider.espn.com/nfl/draft/player/_/id/50185,NA
2016,50311,b241f27d43ed6abb677a32ffdbf46f2c,Jake Brendel,Center,C,UCLA,Bruins,UCLA,303,76.125,269,9,39,http://insider.espn.com/nfl/draft/player/_/id/50311,NA
2016,49458,4c1e0c114dab716e1842556e532b5537,Taveze Calhoun,Cornerback,CB,Mississippi State,Bulldogs,MSST,192,72.375,270,31,39,http://insider.espn.com/nfl/draft/player/_/id/49458,NA
2016,49957,b3925e30ce5d2c394c131cacd55bf23e,Brad Craddock,Place Kicker,PK,Maryland,Terrapins,MD,186,72,271,2,39,http://insider.espn.com/nfl/draft/player/_/id/49957,NA
2016,50109,765f67bd02f54010e64fc5a081623680,Ryan Malleck,Tight End,TE,Virginia Tech,Hokies,VT,247,76.5,274,12,39,http://insider.espn.com/nfl/draft/player/_/id/50109,NA
2016,49933,b88a9965fd500d0444581616ba0fd89f,Stephane Nembot,Offensive Tackle,OT,Colorado,Buffaloes,COLO,322,78.75,275,22,39,http://insider.espn.com/nfl/draft/player/_/id/49933,NA
2016,50494,5d4919d16ea4182d8ea5e21fb95dd476,D.J. Pettway,Defensive End,DE,Alabama,Crimson Tide,ALA,265,74.125,276,24,39,http://insider.espn.com/nfl/draft/player/_/id/50494,NA
2016,49674,19259e44effbcec3e3ca2a719b271650,Connor Wujciak,Defensive Tackle,DT,Boston College,Eagles,BC,291,74.5,277,28,39,http://insider.espn.com/nfl/draft/player/_/id/49674,NA
2016,50039,4941ab1aaea5b5e156efcb2dcc7c123a,Aaron Green,Running Back,RB,TCU,Horned Frogs,TCU,203,70.875,279,20,38,http://insider.espn.com/nfl/draft/player/_/id/50039,NA
2016,49463,1c51d3203002c983eac897f192004768,Cre'Von Leblanc,Cornerback,CB,Florida Atlantic,Owls,FAU,185,69.875,280,32,38,http://insider.espn.com/nfl/draft/player/_/id/49463,NA
2016,49668,5b373593ac97ebbbdf704d1071a2c661,Luther Maddy,Defensive Tackle,DT,Virginia Tech,Hokies,VT,287,72,282,29,38,http://insider.espn.com/nfl/draft/player/_/id/49668,NA
2016,50466,ffba4bc0720ade15a212a0e48e296060,Mehdi Abdesmad,Defensive End,DE,Boston College,Eagles,BC,284,78.25,283,26,37,http://insider.espn.com/nfl/draft/player/_/id/50466,NA
2016,49842,d77f493d96a3bc0715cc5c93fae0d720,Joe Cheek,Offensive Guard,OG,Texas A&M,Aggies,TA&M,295,78,284,16,37,http://insider.espn.com/nfl/draft/player/_/id/49842,NA
2016,50048,f5a76f3f04f4a7c2548bbc7117c662a6,Marshaun Coprich,Running Back,RB,Illinois State,Redbirds,ILST,207,68,285,21,37,http://insider.espn.com/nfl/draft/player/_/id/50048,NA
2016,50312,b7a3091d82a6e3dbd57a5f264d30ca97,Kyle Friend,Center,C,Temple,Owls,TEM,295,72.625,287,10,37,http://insider.espn.com/nfl/draft/player/_/id/50312,NA
2016,50297,7c63861f252d4231235852c30571c52e,Glenn Gronkowski,Fullback,FB,Kansas State,Wildcats,KSU,239,74.125,288,3,37,http://insider.espn.com/nfl/draft/player/_/id/50297,NA
2016,49460,5b9a4b500cdbf74616760bd6148fc9af,Kevin Peterson,Cornerback,CB,Oklahoma State,Cowboys,OKST,181,70.375,290,33,37,http://insider.espn.com/nfl/draft/player/_/id/49460,NA
2016,50439,b64f85af42fb848b074e235c73b4778f,De'Runnya Wilson,Wide Receiver,WR,Mississippi State,Bulldogs,MSST,224,76.625,292,45,37,http://insider.espn.com/nfl/draft/player/_/id/50439,NA
2016,50300,2dd48af7ce8ead46125e176440743e4c,Dominique Alexander,Inside Linebacker,ILB,Oklahoma,Sooners,OKLA,232,72.25,293,16,36,http://insider.espn.com/nfl/draft/player/_/id/50300,NA
2016,49579,2e1e927f16fc7f54833a6d87de8e6bee,Roy Robertson-Harris,Defensive End,DE,UTEP,Miners,UTEP,256,77.375,294,27,36,http://insider.espn.com/nfl/draft/player/_/id/49579,NA
2016,50045,a0cd1fe027e4fc36d980f480fe4034a5,Tra Carson,Running Back,RB,Texas A&M,Aggies,TA&M,227,71.25,296,22,36,http://insider.espn.com/nfl/draft/player/_/id/50045,NA
2016,49881,1c4974f62d6c953ba4bd8784d4a00da9,Curt Maggitt,Outside Linebacker,OLB,Tennessee,Volunteers,TENN,247,75.25,298,22,36,http://insider.espn.com/nfl/draft/player/_/id/49881,NA
2016,49686,95d690926c7acd360c78242b09a6f1ce,Chris Mayes,Defensive Tackle,DT,Georgia,Bulldogs,UGA,338,75.125,299,30,36,http://insider.espn.com/nfl/draft/player/_/id/49686,NA
2016,49449,2b7b43589e2af39119b29c15b1d603c3,Ken Crawley,Cornerback,CB,Colorado,Buffaloes,COLO,187,72.375,301,35,35,http://insider.espn.com/nfl/draft/player/_/id/49449,NA
2016,49882,d9acdbd290155cc299236338c2d06086,Kris Frost,Outside Linebacker,OLB,Auburn,Tigers,AUB,240,74.125,302,23,35,http://insider.espn.com/nfl/draft/player/_/id/49882,NA
2016,50059,a5a7eb2f806a91c84bfcbeabdaa67c95,Jhurell Pressley,Running Back,RB,New Mexico,Lobos,UNM,206,70.125,304,23,35,http://insider.espn.com/nfl/draft/player/_/id/50059,NA
2016,50406,f23fdcbb8633ecdbf2cab54988cdf68a,Pearce Slater,Offensive Tackle,OT,San Diego State,Aztecs,SDSU,329,78.75,306,24,35,http://insider.espn.com/nfl/draft/player/_/id/50406,NA
2016,50264,db63f98bdbd196a562738de82ba5114a,Lawrence Thomas,Defensive End,DE,Michigan State,Spartans,MSU,286,75.5,307,28,35,http://insider.espn.com/nfl/draft/player/_/id/50264,NA
2016,50428,6b38d06bf6db7794e664e29618f4c5f2,Peyton Barber,Running Back,RB,Auburn,Tigers,AUB,228,70,308,24,34,http://insider.espn.com/nfl/draft/player/_/id/50428,NA
2016,49550,a5eaaaa05688cf67b0eb2e484bdc2458,Jimmy Bean,Defensive End,DE,Oklahoma State,Cowboys,OKST,264,77,309,29,34,http://insider.espn.com/nfl/draft/player/_/id/49550,NA
2016,50431,bdfd9689c663e98f0f6e4af4ac3cc9c9,David Grinnage,Tight End,TE,NC State,Wolfpack,NCST,248,77.25,311,13,34,http://insider.espn.com/nfl/draft/player/_/id/50431,NA
2016,49485,d509f38ccb255930b1dff7e8dfba1a17,De'Vante Harris,Cornerback,CB,Texas A&M,Aggies,TA&M,176,70.625,312,36,34,http://insider.espn.com/nfl/draft/player/_/id/49485,NA
2016,50451,8ce1d6d35baba6ecda7cd8e79e8eaec1,K J Maye,Wide Receiver,WR,Minnesota,Golden Gophers,MINN,191,68.125,313,48,34,http://insider.espn.com/nfl/draft/player/_/id/50451,NA
2016,50334,dc3d98df07a970660adf297a90fc6464,Alex Redmond,Offensive Guard,OG,UCLA,Bruins,UCLA,294,76.75,314,17,34,http://insider.espn.com/nfl/draft/player/_/id/50334,NA
2016,50004,66c2df48554322646d4d9f0f487cc0c0,Josh Woodrum,Quarterback,QB,Liberty,Flames,LIB,231,74.875,315,15,34,http://insider.espn.com/nfl/draft/player/_/id/50004,NA
2016,49599,15a57eb1c635d3f2c6ff94ea7bb08d61,Jordan Simone,Safety,S,Arizona State,Sun Devils,ASU,189,71.25,316,24,34,http://insider.espn.com/nfl/draft/player/_/id/49599,NA
2016,50504,7fa1de3f0016521a8a2abf68045bcadd,Will Ratelle,Inside Linebacker,ILB,North Dakota,Fighting Hawks,UND,251,69.625,317,17,33,http://insider.espn.com/nfl/draft/player/_/id/50504,NA
2016,50449,ff445bbde3fbbab2743dfba104a72058,Trae Boykin,Wide Receiver,WR,TCU,Horned Frogs,TCU,212,72,318,50,33,http://insider.espn.com/nfl/draft/player/_/id/50449,NA
2016,50411,NA,John Fairbairn,Place Kicker,PK,UCLA,Bruins,UCLA,183,71.5,320,3,33,http://insider.espn.com/nfl/draft/player/_/id/50411,NA
2016,49892,677861b1deee35496ef70fb3ba6a639a,Cory Littleton,Outside Linebacker,OLB,Washington,Huskies,WASH,238,75.125,321,25,33,http://insider.espn.com/nfl/draft/player/_/id/49892,NA
2016,50517,34abf24401b50d7cc8d38e8ff5ae49ba,Vernon Adams Jr.,Quarterback,QB,Oregon,Ducks,ORE,200,70.875,322,16,33,http://insider.espn.com/nfl/draft/player/_/id/50517,NA
2016,49598,d5573822542e493848c9c98562c4cbb9,Jordan Lomax,Safety,S,Iowa,Hawkeyes,IOWA,202,69.875,323,25,33,http://insider.espn.com/nfl/draft/player/_/id/49598,NA
2016,50036,204a6004276eff355187ea72917403bb,Tre Madden,Running Back,RB,USC,Trojans,USC,223,72.25,325,25,33,http://insider.espn.com/nfl/draft/player/_/id/50036,NA
2016,50467,5722a7234a6bbba95c315c8f4a792ec4,Giorgio Newberry,Defensive End,DE,Florida State,Seminoles,FSU,285,77.5,326,30,33,http://insider.espn.com/nfl/draft/player/_/id/50467,NA
